OBS,Path,BaseTable,DataTablePath,f.Name,prompttext,ft.Name,DataType,mmria_path,value1,value2,mmria_value,MMRIA Group Name,Comments
1745,MaternalBirthCertificate6.BC_BCountry,MaternalBirthCertificate,MaternalBirthCertificate6,BC_BCountry,Country (if foreign born)*,Comment Legal,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/country_of_birth,UG- Uganda,UG,UG- Uganda,,
1746,MaternalBirthCertificate6.BC_BCountry,MaternalBirthCertificate,MaternalBirthCertificate6,BC_BCountry,Country (if foreign born)*,Comment Legal,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/country_of_birth,UP- Ukraine,UP,UP- Ukraine,,
1747,MaternalBirthCertificate6.BC_BCountry,MaternalBirthCertificate,MaternalBirthCertificate6,BC_BCountry,Country (if foreign born)*,Comment Legal,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/country_of_birth,AE- United Arab Emirates,AE,AE- United Arab Emirates,,
1748,MaternalBirthCertificate6.BC_BCountry,MaternalBirthCertificate,MaternalBirthCertificate6,BC_BCountry,Country (if foreign born)*,Comment Legal,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/country_of_birth,UK- United Kingdom,UK,UK- United Kingdom,,
1749,MaternalBirthCertificate6.BC_BCountry,MaternalBirthCertificate,MaternalBirthCertificate6,BC_BCountry,Country (if foreign born)*,Comment Legal,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/country_of_birth,TZ- Tanzania,TZ,TZ- Tanzania,,
1750,MaternalBirthCertificate6.BC_BCountry,MaternalBirthCertificate,MaternalBirthCertificate6,BC_BCountry,Country (if foreign born)*,Comment Legal,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/country_of_birth,VQ- Virgin Is.,VQ,VQ- Virgin Is.,,
1751,MaternalBirthCertificate6.BC_BCountry,MaternalBirthCertificate,MaternalBirthCertificate6,BC_BCountry,Country (if foreign born)*,Comment Legal,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/country_of_birth,UY- Uruguay,UY,UY- Uruguay,,
1752,MaternalBirthCertificate6.BC_BCountry,MaternalBirthCertificate,MaternalBirthCertificate6,BC_BCountry,Country (if foreign born)*,Comment Legal,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/country_of_birth,UZ- Uzbekistan,UZ,UZ- Uzbekistan,,
1753,MaternalBirthCertificate6.BC_BCountry,MaternalBirthCertificate,MaternalBirthCertificate6,BC_BCountry,Country (if foreign born)*,Comment Legal,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/country_of_birth,NH- Vanuatu,NH,NH- Vanuatu,,
1754,MaternalBirthCertificate6.BC_BCountry,MaternalBirthCertificate,MaternalBirthCertificate6,BC_BCountry,Country (if foreign born)*,Comment Legal,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/country_of_birth,VE- Venezuela,VE,VE- Venezuela,,
1755,MaternalBirthCertificate6.BC_BCountry,MaternalBirthCertificate,MaternalBirthCertificate6,BC_BCountry,Country (if foreign born)*,Comment Legal,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/country_of_birth,VM- Vietnam,VM,VM- Vietnam,,
1756,MaternalBirthCertificate6.BC_BCountry,MaternalBirthCertificate,MaternalBirthCertificate6,BC_BCountry,Country (if foreign born)*,Comment Legal,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/country_of_birth,WQ- Wake I.,WQ,WQ- Wake I.,,
1757,MaternalBirthCertificate6.BC_BCountry,MaternalBirthCertificate,MaternalBirthCertificate6,BC_BCountry,Country (if foreign born)*,Comment Legal,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/country_of_birth,WF- Wallis & Futuna,WF,WF- Wallis & Futuna,,
1758,MaternalBirthCertificate6.BC_BCountry,MaternalBirthCertificate,MaternalBirthCertificate6,BC_BCountry,Country (if foreign born)*,Comment Legal,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/country_of_birth,WE- West Bank,WE,WE- West Bank,,
1759,MaternalBirthCertificate6.BC_BCountry,MaternalBirthCertificate,MaternalBirthCertificate6,BC_BCountry,Country (if foreign born)*,Comment Legal,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/country_of_birth,WI- Western Sahara,WI,WI- Western Sahara,,
1760,MaternalBirthCertificate6.BC_BCountry,MaternalBirthCertificate,MaternalBirthCertificate6,BC_BCountry,Country (if foreign born)*,Comment Legal,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/country_of_birth,YM- Yemen,YM,YM- Yemen,,
1761,MaternalBirthCertificate6.BC_BCountry,MaternalBirthCertificate,MaternalBirthCertificate6,BC_BCountry,Country (if foreign born)*,Comment Legal,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/country_of_birth,ZA- Zambia,ZA,ZA- Zambia,,
1762,MaternalBirthCertificate6.BC_BCountry,MaternalBirthCertificate,MaternalBirthCertificate6,BC_BCountry,Country (if foreign born)*,Comment Legal,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/country_of_birth,ZI- Zimbabwe,ZI,ZI- Zimbabwe,,
1763,MaternalBirthCertificate6.BC_BCountry,MaternalBirthCertificate,MaternalBirthCertificate6,BC_BCountry,Country (if foreign born)*,Comment Legal,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/country_of_birth,SS- South Sudan,SS,SS- South Sudan,,
1764,MaternalBirthCertificate6.BC_DMDoB,MaternalBirthCertificate,MaternalBirthCertificate6,BC_DMDoB,Day,Number,Number,birth_fetal_death_certificate_parent/demographic_of_mother/date_of_birth/day,,,,,
1765,MaternalBirthCertificate6.BC_MAge,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MAge,Age*,Number,Number,birth_fetal_death_certificate_parent/demographic_of_mother/age,,,,,
1766,MaternalBirthCertificate6.BC_MAIAN,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MAIAN,American Indian/AK Native,Checkbox,Boolean,birth_fetal_death_certificate_parent/race/race_of_mother,American Indian/AK Native,,American Indian/Alaska Native,,
1767,MaternalBirthCertificate6.BC_Maiden,MaternalBirthCertificate,MaternalBirthCertificate6,BC_Maiden,Maiden name,Text,Text,birth_fetal_death_certificate_parent/record_identification/maiden_name,,,,,
1768,MaternalBirthCertificate6.BC_MAsianIndian,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MAsianIndian,Asian Indian,Checkbox,Boolean,birth_fetal_death_certificate_parent/race/race_of_mother,Asian Indian,,Asian Indian,,
1769,MaternalBirthCertificate6.BC_MBlack,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MBlack,Black,Checkbox,Boolean,birth_fetal_death_certificate_parent/race/race_of_mother,Black,,Black,,
1770,MaternalBirthCertificate6.BC_MBrthCity,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MBrthCity,Mother's city of birth,Text,Text,birth_fetal_death_certificate_parent/demographic_of_mother/city_of_birth,,,,,
1771,MaternalBirthCertificate6.BC_MChinese,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MChinese,Chinese,Checkbox,Boolean,birth_fetal_death_certificate_parent/race/race_of_mother,Chinese,,Chinese,,
1772,MaternalBirthCertificate6.BC_MDoB,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MDoB,Calculated date,Date,Date,,,,,,
1773,MaternalBirthCertificate6.BC_MDoB_flag,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MDoB_flag,Estimate,Checkbox,Boolean,birth_fetal_death_certificate_parent/demographic_of_mother/date_of_birth/is_estimated,,,,,
1774,MaternalBirthCertificate6.BC_MEduc,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MEduc,Education*,Legal Values,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/education_level,,,(blank),,
1775,MaternalBirthCertificate6.BC_MEduc,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MEduc,Education*,Legal Values,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/education_level,8th grade or less,,8th Grade or Less,,
1776,MaternalBirthCertificate6.BC_MEduc,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MEduc,Education*,Legal Values,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/education_level,9th-12th grade; no diploma,,9th-12th Grade; No Diploma,,
1777,MaternalBirthCertificate6.BC_MEduc,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MEduc,Education*,Legal Values,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/education_level,High school grad or GED completed,,High School Grad or GED Completed,,
1778,MaternalBirthCertificate6.BC_MEduc,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MEduc,Education*,Legal Values,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/education_level,Some college; no degree,,Some College; No Degree,,
1779,MaternalBirthCertificate6.BC_MEduc,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MEduc,Education*,Legal Values,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/education_level,Associate degree,,Associate Degree,,
1780,MaternalBirthCertificate6.BC_MEduc,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MEduc,Education*,Legal Values,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/education_level,Bachelor's degree,,Bachelor's Degree,,Can MMRIA interpret the apostrophe?
1781,MaternalBirthCertificate6.BC_MEduc,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MEduc,Education*,Legal Values,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/education_level,Master's degree,,Master's Degree,,""""""
1782,MaternalBirthCertificate6.BC_MEduc,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MEduc,Education*,Legal Values,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/education_level,Doctorate or Professional degree,,Doctorate or Professional Degree,,
1783,MaternalBirthCertificate6.BC_MEduc,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MEduc,Education*,Legal Values,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/education_level,Not specified,,Not Specified,,
1784,MaternalBirthCertificate6.BC_MEverMil,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MEverMil,Ever in US armed forces?,Legal Values,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/ever_in_us_armed_forces,,,(blank),,
1785,MaternalBirthCertificate6.BC_MEverMil,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MEverMil,Ever in US armed forces?,Legal Values,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/ever_in_us_armed_forces,1 - Yes,1,Yes,,
1786,MaternalBirthCertificate6.BC_MEverMil,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MEverMil,Ever in US armed forces?,Legal Values,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/ever_in_us_armed_forces,2 - No,2,No,,
1787,MaternalBirthCertificate6.BC_MEverMil,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MEverMil,Ever in US armed forces?,Legal Values,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/ever_in_us_armed_forces,9 - Not specified,9,Not Specified,,
1788,MaternalBirthCertificate6.BC_MFilipino,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MFilipino,Filipino,Checkbox,Boolean,birth_fetal_death_certificate_parent/race/race_of_mother,Filipino,,Filipino,,
1789,MaternalBirthCertificate6.BC_MFName,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MFName,First name,Text,Text,birth_fetal_death_certificate_parent/record_identification/first_name,,,,,
1790,MaternalBirthCertificate6.BC_MGuam,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MGuam,Guamanian or Chamorro,Checkbox,Boolean,birth_fetal_death_certificate_parent/race/race_of_mother,Guamanian or Chamorro,,Guamanian or Chamorro,,
1791,MaternalBirthCertificate6.BC_MHisp,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MHisp,Hispanic origin*,Legal Values,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/is_of_hispanic_origin,,,(blank),,
1792,MaternalBirthCertificate6.BC_MHisp,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MHisp,Hispanic origin*,Legal Values,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/is_of_hispanic_origin,"No, not Spanish/ Hispanic/ Latino",,"No, not Spanish/ Hispanic/ Latino",,
1793,MaternalBirthCertificate6.BC_MHisp,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MHisp,Hispanic origin*,Legal Values,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/is_of_hispanic_origin,"Yes, Mexican, Mexican American, Chicano",,"Yes, Mexican, Mexican American, Chicano",,
1794,MaternalBirthCertificate6.BC_MHisp,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MHisp,Hispanic origin*,Legal Values,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/is_of_hispanic_origin,"Yes, Puerto Rican",,"Yes, Puerto Rican",,
1795,MaternalBirthCertificate6.BC_MHisp,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MHisp,Hispanic origin*,Legal Values,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/is_of_hispanic_origin,"Yes, Cuban",,"Yes, Cuban",,
1796,MaternalBirthCertificate6.BC_MHisp,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MHisp,Hispanic origin*,Legal Values,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/is_of_hispanic_origin,"Yes, other Spanish/ Hispanic/ Latino",,"Yes, other Spanish/ Hispanic/ Latino",,
1797,MaternalBirthCertificate6.BC_MHisp,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MHisp,Hispanic origin*,Legal Values,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/is_of_hispanic_origin,"Yes, origin unkown",,"Yes, origin unknown",,
1798,MaternalBirthCertificate6.BC_MHisp,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MHisp,Hispanic origin*,Legal Values,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/is_of_hispanic_origin,Not specified,,Not Specified,,
1799,MaternalBirthCertificate6.BC_MIndustryClass,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MIndustryClass,Business / Industry,Text,Text,birth_fetal_death_certificate_parent/demographic_of_mother/occupation_business_industry,,,,,
1800,MaternalBirthCertificate6.BC_MJapanese,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MJapanese,Japanese,Checkbox,Boolean,birth_fetal_death_certificate_parent/race/race_of_mother,Japanese,,Japanese,,
1801,MaternalBirthCertificate6.BC_MKorean,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MKorean,Korean,Checkbox,Boolean,birth_fetal_death_certificate_parent/race/race_of_mother,Korean,,Korean,,
1802,MaternalBirthCertificate6.BC_MLName,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MLName,Last name,Text,Text,birth_fetal_death_certificate_parent/record_identification/last_name,,,,,
1803,MaternalBirthCertificate6.BC_MMarStat,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MMarStat,Marital status*,Legal Values,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/mother_married,,,(blank),,
1804,MaternalBirthCertificate6.BC_MMarStat,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MMarStat,Marital status*,Legal Values,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/mother_married,Married,,Yes,,Totally different
1805,MaternalBirthCertificate6.BC_MMarStat,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MMarStat,Marital status*,Legal Values,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/mother_married,"Married, but separated",,Yes,,""""""
1806,MaternalBirthCertificate6.BC_MMarStat,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MMarStat,Marital status*,Legal Values,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/mother_married,Widowed,,No,,""""""
1807,MaternalBirthCertificate6.BC_MMarStat,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MMarStat,Marital status*,Legal Values,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/mother_married,Divorced,,No,,""""""
1808,MaternalBirthCertificate6.BC_MMarStat,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MMarStat,Marital status*,Legal Values,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/mother_married,Never married,,No,,""""""
1809,MaternalBirthCertificate6.BC_MMarStat,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MMarStat,Marital status*,Legal Values,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/mother_married,Unknown,,Not Specified,,""""""
1810,MaternalBirthCertificate6.BC_MMarStat,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MMarStat,Marital status*,Legal Values,Unknown,birth_fetal_death_certificate_parent/demographic_of_mother/mother_married,Not specified,,Not Specified,,""""""
1811,MaternalBirthCertificate6.BC_MMDoB,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MMDoB,Month,Number,Number,birth_fetal_death_certificate_parent/demographic_of_mother/date_of_birth/month,,,,,
1812,MaternalBirthCertificate6.BC_MMName,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MMName,Middle name,Text,Text,birth_fetal_death_certificate_parent/record_identification/middle_name,,,,,
1813,MaternalBirthCertificate6.BC_MNatHI,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MNatHI,Native Hawaiian,Checkbox,Boolean,birth_fetal_death_certificate_parent/race/race_of_mother,Native Hawaiian,,Native Hawaiian,,
1814,MaternalBirthCertificate6.BC_MOcc,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MOcc,Primary Occupation,Text,Text,birth_fetal_death_certificate_parent/demographic_of_mother/primary_occupation,,,,,
1815,MaternalBirthCertificate6.BC_MOthAsian,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MOthAsian,Other Asian,Checkbox,Boolean,birth_fetal_death_certificate_parent/race/race_of_mother,Other Asian,,Other Asian,,
1816,MaternalBirthCertificate6.BC_MOthAsianName,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MOthAsianName,Specify other Asian:,Text,Text,birth_fetal_death_certificate_parent/race/other_asian,,,,,
1817,MaternalBirthCertificate6.BC_MOthPI,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MOthPI,Other Pacific Islander,Checkbox,Boolean,birth_fetal_death_certificate_parent/race/race_of_mother,Other Pacific Islander,,Other Pacific Islander,,
1818,MaternalBirthCertificate6.BC_MOthPIName,MaternalBirthCertificate,MaternalBirthCertificate6,BC_MOthPIName,Specify other Pacific Islander:,Text,Text,birth_fetal_death_certificate_parent/race/other_pacific_islander,,,,,
